Iteration	Y	var_1	var_2
1.0	-0.9591	82.28589782575321	1.0
2.0	-0.9369	25.33570997616179	3.0
3.0	-0.9592	16.682578855922582	1.0
4.0	-0.8667	4.3038274384487485	3.0
5.0	-0.9572	62.061768020348694	1.0
6.0	-0.3139	15.473042421908195	2.0
7.0	-0.9592	16.6825793617915	1.0
8.0	-0.9527	82.56301562622929	1.0
9.0	-0.9551	17.279483518374562	1.0
10.0	-0.8124	16.821222235279304	0.0
